Anomaly ID,Date,Start Time,Anomaly description,2-butanone (Trace Contaminants),Acetaldehyde (Trace Contaminants),Aux Cabin Fan #1 (L1),Aux Cabin Fan #2 (L1),bank1 Amps (Subfloor),bank2 Amps (Subfloor),bank3 Amps (Subfloor),bank4 Amps (Subfloor),Cabin Temperature (L1),Cabin Temperature (L2),Crew Quarters Humidity (Crew),Crew Quarters Radiation (Crew),Dichloromethane (Trace Contaminants),DMCPS (Trace Contaminants),Ethanol (Trace Contaminants),Ethyl Acetate (Trace Contaminants),Fuel Cell #1 Current (Subfloor),Fuel Cell #1 PQM (Subfloor),Fuel Cell #1 Stack Outlet Temp (Subfloor),Fuel Cell #2 Current (Subfloor),Fuel Cell #2 PQM (Subfloor),Fuel Cell #2 Stack Outlet Temp (Subfloor),H2O (Crew),H2O pH,HMCTS (Trace Contaminants),Humidity (L1),Humidity (L2),Main Cabin Fan #1 (L1),Main Cabin Fan #2 (L1),m-p Xylenes (Trace Contaminants),n_Butanol (Trace Contaminants),OMCTS (Trace Contaminants),o-Xylene (Trace Contaminants),ppCO2 (L1),ppCO2 (L2),ppH2 (L1),ppH2 (L2),ppH2O (L1),ppH2O (L2),ppN2 (L1),ppN2 (L2),ppO2 (L1),ppO2 (L2),Pressure (L1),Pressure (L2),Radiation (L1),Radiation (L2),Toluene (Trace Contaminants),Total Cabin Pressure (L1),Total Cabin Pressure (L2),Trimethylsilanol (Trace Contaminants),WRS Valve Flow (L2),Signature,Final Root Cause,Potential Risks,Actions Taken,End Date,End Time,Affected Susbystems
27,1/9/2017,4:15:36 PM,Main cabin fan #2 sensor is reading above nominal levels,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main Cabin Fan is damaged,General Health hazards to crew for insufficient clean/new air flowing,Activate secondary cabin fan. Replace main fan. Deactivate auxiliary cabin fans.,1/9/2017,5:23:25 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
28,1/9/2002,11:06:09 PM,Main cabin fan #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main cabin fan is running lower than 50% capacity.,Not enough oxygen to circulate cabin,Reactivate Fan (push 'On' button on floor panel 1F;verify fan has audibly turned on),1/9/2002,12:28:39 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
29,11/26/2014,10:41:57 PM,Main cabin fan #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main Cabin Fan is blocked,Stagnant air pockets can form in cabin,Inspect Fan for damages to blade or objects blocking/impacting it - remove or replace damaged portions as applicable,11/26/2014,12:12:49 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
30,4/19/2005,11:02:07 PM,Main cabin fan #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Fan and Dampener Controls are malfunctioning,General Health hazards to crew for insufficient clean/new air flowing,Replace fan in question with auxiliary fan replacement,4/19/2005,11:32:30 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
31,7/16/2014,3:53:25 AM,Main cabin fan #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Object is blocking the ducts or fans,General Health hazards to crew for insufficient clean/new air flowing,Activate secondary cabin fan;replace the main cabin fan following procedure 3.101;deactivate secondary cabin fan,7/16/2014,4:10:51 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
32,3/31/2013,10:21:04 PM,Main cabin fan #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main Cabin Fan is damaged,General Health hazards to crew for insufficient clean/new air flowing,Activate AUX fans 1 and 2; replace the main cabin fan following procedure 3.101;deactivate secondary cabin fan,3/31/2013,11:36:14 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
33,4/1/2016,7:34:02 AM,Main cabin fan #1 and #2 sensor is reading ~0 rpm,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Main Cabin Fan #2 (L1) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Caution Limit;Cabin Temperature (L2) Exceeds Upper Caution Limit,Main Cabin fan deactivated,Not enough oxygen to circulate cabin;Can be fatal to the crew,Follow procedure 3.101,4/1/2016,7:58:48 AM,Auxiliary Fans - can be used for contigency purposes
34,11/27/2002,5:38:50 AM,Main cabin fan #1 and #2 sensor is reading ~0 rpm,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Main Cabin Fan #2 (L1) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Caution Limit;Cabin Temperature (L2) Exceeds Upper Caution Limit,Faulty sensor,Not enough oxygen to circulate cabin;Can be fatal to the crew,Replace the faulty sensor with a new one;Follow procedure 3.101,11/27/2002,6:44:56 AM,Auxiliary Fans - can be used for contigency purposes
35,2/8/2017,12:19:18 AM,Main cabin fan #1 and #2 sensor is reading ~0 rpm,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Main Cabin Fan #2 (L1) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Caution Limit;Cabin Temperature (L2) Exceeds Upper Caution Limit,Main Cabin Fan blocked,Not enough oxygen to circulate cabin;Can be fatal to the crew,Turn off the fan;Remove the blockage;Follow procedure 3.101,2/8/2017,12:39:45 AM,Auxiliary Fans - can be used for contigency purposes
36,1/12/2018,1:28:34 AM,Main cabin fan #1 and #2 sensor is reading ~0 rpm,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Caution Limit;Main Cabin Fan #2 (L1) Exceeds Lower Caution Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Caution Limit;Cabin Temperature (L2) Exceeds Upper Caution Limit,Main cabin fan set to run at lower than 50% capacity,Stagnant air pockets in cabin;Can be fatal the the crew,Turn off the fan;Inspect Fan for damages to blade or objects blocking/impacting it - remove or replace damaged portions as applicable;Follow procedure 3.101,1/12/2018,1:51:01 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
37,4/29/2013,4:18:20 AM,Main cabin fan #1 and #2 sensor is reading below nominal rpm,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Caution Limit;Main Cabin Fan #2 (L1) Exceeds Lower Caution Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Caution Limit;Cabin Temperature (L2) Exceeds Upper Caution Limit,Main Cabin Fan blocked,Stagnant air pockets in cabin;Can be fatal the the crew;General health hazards to crew for insufficient clean/new air flowing,Turn off the fan;Remove the blockage;Follow procedure 3.101,4/29/2013,4:56:38 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
38,8/24/2010,2:29:20 PM,Main cabin fan #1 and #2 sensor is reading below nominal rpm,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Caution Limit;Main Cabin Fan #2 (L1) Exceeds Lower Caution Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Caution Limit;Cabin Temperature (L2) Exceeds Upper Caution Limit,Main Cabin Fan damaged,Stagnant air pockets in cabin;Can be fatal the the crew;General health hazards to crew for insufficient clean/new air flowing,Follow 3.118;Shut down power of the main cabin fans;Replace Main cabin fan with a new one;Follow 3.101;Follow 3.119,8/24/2010,3:29:40 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
39,2/13/2019,12:02:27 AM,Main cabin fan #1 and #2 sensor is reading below nominal rpm,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Main Cabin Fan #2 (L1) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Caution Limit;Cabin Temperature (L2) Exceeds Upper Caution Limit,Faulty sensor,Stagnant air pockets in cabin;Can be fatal the the crew;General health hazards to crew for insufficient clean/new air flowing,Replace the faulty sensor with a new one;Follow procedure 3.101,2/13/2019,1:31:00 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
40,4/20/2000,6:05:54 PM,Main cabin fan #1 and #2 sensor is reading below nominal rpm,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Main Cabin Fan #2 (L1) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humidity (Crew) Exceeds Upper Caution Limit;Cabin Temperature (L1) Exceeds Upper Warning Limit;Cabin Temperature (L2) Exceeds Upper Warning Limit,Fan systems overheat,Stagnant air pockets in cabin;Can be fatal the the crew;General health hazards to crew for insufficient clean/new air flowing,Follow 3.118;Shut down power of the main cabin fans;Wait for 10 minutes;Follow 3.101;Follow 3.119,4/20/2000,7:00:46 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
41,3/25/2009,6:03:01 PM,Main cabin fan #1 and #2 sensor is reading above nominal rpm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Caution Limit;Main Cabin Fan #2 (L1) Exceeds Upper Caution Limit,Power surge,Fire;Equipment damage,Follow 3.118;Shut down power of the main cabin fans;Wait for 10 minutes;Follow 3.101;Follow 3.119;observe,3/25/2009,6:53:17 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
42,6/1/2012,3:25:55 PM,Main cabin fan #1 and #2 sensor is reading above nominal levels,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Warning Limit;Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Power surge,Stagnant air pockets can form in cabin,Inspect Fan for damages to blade or objects blocking/impacting it - remove or replace damaged portions as applicable,6/1/2012,4:05:31 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
43,2/22/2014,12:34:42 PM,Main cabin fan #1 and #2 sensor is reading above nominal levels,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Warning Limit;Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main Cabin Fan is damaged,General Health hazards to crew for insufficient clean/new air flowing,Activate secondary cabin fan. Replace main fan. Deactivate auxiliary cabin fans.,2/22/2014,12:54:17 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
44,11/14/2005,4:37:38 AM,Main cabin fan #1 and #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Warning Limit;Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main cabin fan is running lower than 50% capacity.,Not enough oxygen to circulate cabin,Reactivate Fan (push 'On' button on floor panel 1F;verify fan has audibly turned on),11/14/2005,5:40:16 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
45,3/15/2002,6:24:46 PM,Main cabin fan #1 and #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Warning Limit;Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main Cabin Fan is blocked,Stagnant air pockets can form in cabin,Inspect Fan for damages to blade or objects blocking/impacting it - remove or replace damaged portions as applicable,3/15/2002,6:47:14 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
46,7/17/2007,6:54:17 PM,Main cabin fan #1 and #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Warning Limit;Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Fan and Dampener Controls are malfunctioning,General Health hazards to crew for insufficient clean/new air flowing,Replace fan in question with auxiliary fan replacement,7/17/2007,8:17:48 PM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
47,2/7/2012,2:21:42 AM,Main cabin fan #1 and #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Warning Limit;Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Object is blocking the ducts or fans,General Health hazards to crew for insufficient clean/new air flowing,Activate secondary cabin fan;replace the main cabin fan following procedure 3.101;deactivate secondary cabin fan,2/7/2012,2:33:39 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
48,1/14/2006,11:17:31 PM,Main cabin fan #1 and #2 is oscillating within normal ranges (3700 rpm to 8500 rpm),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Main Cabin Fan #1 (L1) Exceeds Upper Warning Limit;Main Cabin Fan #2 (L1) Exceeds Upper Warning Limit,Main Cabin Fan is damaged,General Health hazards to crew for insufficient clean/new air flowing,Activate AUX fans 1 and 2; replace the main cabin fan following procedure 3.101;deactivate secondary cabin fan,1/14/2006,12:05:46 AM,FDA (TCCS);Zeolite Filters;ECLSS ducts;CDRA;Air Flow Sensor;Auxiliary Fans - can be used for contigency purposes (CDRA)
49,2/20/2010,12:37:18 PM,Aux cabin fan #1 sensor is reading ~0 rpm,0010,0010,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Caution Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit,Aux Cabin fan failure,General Health hazards to crew for insufficient clean/new air flowing,Follow procedure 3.117,2/20/2010,2:01:41 PM,FDA (TCCS);ECLSS ducts;Air Flow Sensor;Auxiliary Fans
50,6/2/2017,1:52:28 AM,Aux cabin fan #1 sensor is reading ~0 rpm,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit,Faulty sensor,General Health hazards to crew for insufficient clean/new air flowing,Replace the faulty sensor with a new one;Follow procedure 3.118,6/2/2017,3:11:05 AM,FDA (TCCS);ECLSS ducts;Air Flow Sensor;Auxiliary Fans
51,2/4/2000,8:06:17 AM,Aux cabin fan #1 sensor is reading ~0 rpm,0001,0001,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Warning Limit;Acetaldehyde Exceeds Upper Warning Limit,Aux Cabin Fan blocked,General Health hazards to crew for insufficient clean/new air flowing,Turn off the fan;Remove the blockage;Follow procedure 3.118,2/4/2000,9:33:59 AM,FDA (TCCS);ECLSS ducts;Air Flow Sensor;Auxiliary Fans
52,2/24/2016,12:12:32 AM,Aux cabin fan #1 sensor is reading below nominal rpm,0000,0010,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Caution Limit;n-Butanol Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit,Aux cabin fan set to run at lower than 50% capacity,General Health hazards to crew for insufficient clean/new air flowing,Turn off the fan;Inspect Fan for damages to blade or objects blocking/impacting it - remove or replace damaged portions as applicable;Follow procedure 3.117;3.118,2/24/2016,1:25:49 AM,FDA (TCCS);ECLSS ducts;Air Flow Sensor;Auxiliary Fans
